"","ETHANE(SITE-LP_LakePark) PPBC","ETHYLENE(SITE-LP_LakePark) PPBC","PROPANE(SITE-LP_LakePark) PPBC","PROPYLENE(SITE-LP_LakePark) PPBC","ISO-BUTANE(SITE-LP_LakePark) PPBC","N-BUTANE(SITE-LP_LakePark) PPBC","ACETYLENE(SITE-LP_LakePark) PPBC","TRANS-2-BUTENE(SITE-LP_LakePark) PPBC","1-BUTENE(SITE-LP_LakePark) PPBC","CIS-2-BUTENE(SITE-LP_LakePark) PPBC","CYCLOPENTANE(SITE-LP_LakePark) PPBC","ISO-PENTANE(SITE-LP_LakePark) PPBC","N-PENTANE(SITE-LP_LakePark) PPBC","1,3-BUTADIENE(SITE-LP_LakePark) PPBC","TRANS-2-PENTENE(SITE-LP_LakePark) PPBC","1-PENTENE(SITE-LP_LakePark) PPBC","CIS-2-PENTENE(SITE-LP_LakePark) PPBC","2,2-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2-METHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLPENTANE(SITE-LP_LakePark) PPBC","ISOPRENE(SITE-LP_LakePark) PPBC","2-METHYL-1-PENTENE(SITE-LP_LakePark) PPBC","1-HEXENE(SITE-LP_LakePark) PPBC","N-HEXANE(SITE-LP_LakePark) PPBC","METHYLCYCLOPENTANE(SITE-LP_LakePark) PPBC","2,4-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","BENZENE(SITE-LP_LakePark) PPBC","CYCLOHEXANE(SITE-LP_LakePark) PPBC","2-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,2,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","N-HEPTANE(SITE-LP_LakePark) PPBC","METHYLCYCLOHEXANE(SITE-LP_LakePark) PPBC","2,3,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","TOLUENE(SITE-LP_LakePark) PPBC","2-METHYLHEPTANE(SITE-LP_LakePark) PPBC","3-METHYLHEPTANE(SITE-LP_LakePark) PPBC","N-OCTANE(SITE-LP_LakePark) PPBC","ETHYLBENZENE(SITE-LP_LakePark) PPBC","M&P-XYLENE(SITE-LP_LakePark) PPBC","STYRENE(SITE-LP_LakePark) PPBC","O-XYLENE(SITE-LP_LakePark) PPBC","N-NONANE(SITE-LP_LakePark) PPBC","ISO-PROPYLBENZENE(SITE-LP_LakePark) PPBC","ALPHA-PINENE(SITE-LP_LakePark) PPBC","N-PROPYLBENZENE(SITE-LP_LakePark) PPBC","M-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","P-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","1,3,5-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","O-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","BETA-PINENE(SITE-LP_LakePark) PPBC","1,2,4-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","N-DECANE(SITE-LP_LakePark) PPBC","1,2,3-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","M-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","P-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","N-UNDECANE(SITE-LP_LakePark) PPBC","N-DODECANE(SITE-LP_LakePark) PPBC","TNMHC(SITE-LP_LakePark) PPBC","TNMTC(SITE-LP_LakePark) PPBC"
"08/09/2025 3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0051","0.0155","0.013","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0357","0.0068","0.0737","0","0","0","0.1123","0","0","0","0","0","0","0","1.7428","0.2821"
"08/10/2025 2:00","0","0.0592","0","0","0","0","0","0.0249","0","0","0","0","0","0","0","0","0","0","0.0146","0","0","0","0","0","0","0","0","0","0.0087","0.0202","0","0.0231","0","0","0","0","0.0454","0","0","0","0","0.052","0","0.0338","0","0","0.0457","0","0.0183","0","0","0.0293","0.0735","0.0096","0","0.103","0","0","0","0","2.1365","0.5613"
"08/11/2025 3:00","0","0.0474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0102","0.0032","0.0079","0.0291","0","0","0","0","0.028","0","0","0","0","0.0363","0","0","0","0","0.0663","0","0.0121","0","0","0","0.0675","0.0093","0","0","0","0.0202","0.0183","0","1.8682","0.3558"
"08/12/2025 1:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0111","0","0","0","0","0","0","0","0","0","0.0344","0.0104","0.028","0.0151","0.0093","0","0","0","0.0219","0.0786","0","0","0","0","0.037","0","0.0153","0","0","0.037","0","0.0682","0","0","0.024","0.0711","0.0423","0","0","0","0","0","0","2.7286","0.5037"
"08/12/2025 11:00","0","0","0","0","0","0","0","0","0","0","0","0.0194","0","0","0","0.0276","0","0","0","0","0","0","0","0","0","0","0","0","0.0051","0.0183","0.0183","0.0378","0","0","0","0","0.055","0","0","0","0","0.0849","0","0.0268","0","0","0.0711","0.0064","0.0542","0","0","0.0811","0.1102","0.097","0.0087","0","0","0.0937","0.0185","0.0155","3.4952","0.8496"
"08/13/2025 1:00","0","0","0.8516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0089","0","0","0","0","0","0.0085","0","0","0","0.0856","0","0","0","0","0.0508","0","0","0","0","0.076","0","0","0","0","0.037","0.0015","0.0592","0","0.0083","0","0.0992","0.0518","0","0","0","0.0244","0","0","2.8104","1.3628"
"08/13/2025 15:00","0","0.0583","0","0","0","0","0","0","0","0","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0.0313","0","0","0","0","0.0053","0.0195","0","0.0894","0","0","0","0","0.0467","0","0","0","0","0.1546","0","0","0","0","0.0739","0.0187","0.0393","0","0","0.0093","0.0688","0.1117","0.0244","0","0","0.0896","0.0142","0","2.5928","0.8635"
"08/14/2025 3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0119","0.0153","0.01","0.1036","0","0","0","0","0","0","0","0","0","0","0.1058","0.0289","0.0234","0","0.0474","0.0021","0.0365","0","0","0","0.0832","0.027","0","0","0","0.0157","0","0.0153","2.2374","0.5261"
"08/15/2025 1:00","0","0.0231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.0134","0.0059","0.0034","0","0","0","0","0.031","0","0","0","0","0","0","0","0","0","0.0864","0.003","0.0756","0","0","0.0076","0.141","0.0263","0","0","0","0.0138","0","0.0251","3.0756","0.4656"
"08/15/2025 11:00","0","0.0592","0.9363","0","0","0","0","0","0","0","0","0","0","0","0","0.0148","0.0171","0","0","0","0","0","0","0","0","0","0","0","0.0119","0","0","0.0155","0","0","0","0","0.0229","0","0","0","0","0.0542","0","0","0","0","0.0682","0","0.0448","0.0155","0","0.0125","0.0992","0.0452","0","0","0","0.0106","0","0","2.9955","1.4279"
"08/16/2025 3:00","0","0.0276","1.2874","0","0","0","0","0","0","0","0","0","0","0","0.0144","0","0","0","0","0","0","0","0","0","0","0","0","0.0042","0.0096","0","0","0.1567","0","0","0","0","0","0","0","0","0","0.0582","0","0","0","0","0.0414","0.0104","0.0684","0","0","0","0.0718","0","0","0.0406","0","0","0","0","3.2907","1.7907"
"08/17/2025 2:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0469","0","0","0","0","0","0","0","0","0","0.0395","0.0514","0","0","0","0.0435","0.0229","0.055","0","0","0","0.0639","0.0342","0","0","0","0.0236","0","0","3.6261","0.3809"
"08/18/2025 3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0074","0","0","0","0.0155","0.0051","0.013","0.0038","0.0115","0","0","0","0","0.021","0","0","0","0","0.037","0","0.0098","0","0","0.059","0.0057","0.0677","0.0291","0","0","0.0561","0.0333","0","0","0","0","0","0","1.9501","0.375"
"08/19/2025 1:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0176","0.0164","0.0147","0.007","0.0166","0","0","0","0","0.0259","0","0","0","0","0","0","0","0","0","0.0499","0.0023","0.0762","0","0","0","0.0605","0.0376","0","0.0113","0","0.0268","0","0","1.9307","0.3628"
"08/20/2025 3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0518","0","0","0","0","0.0444","0","0","0","0","0.0561","0","0","0","0","0.0726","0","0.0529","0","0","0.0155","0.082","0.0193","0","0","0","0.027","0","0","1.6737","0.4216"
"08/21/2025 1:00","0","0","0.824","0","0","0","0","0","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0722","0","0","0","0","0.0357","0","0","0","0","0.0325","0","0","0","0","0.0304","0","0.0461","0","0","0","0.0559","0.0406","0","0","0","0.0295","0","0","2.5649","1.1778"
"08/22/2025 3:00","0","0.0276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.028","0","0","0","0","0.0361","0.0488","0","0","0","0","0.0263","0","0","0","0.1283","0.0034","0.0588","0","0","0","0.0684","0.0561","0","0","0","0.0306","0","0","4.1508","0.5124"
"08/23/2025 1:00","0","0.0346","0","0","0","0","0","0","0","0","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0537","0","0","0","0","0","0","0","0","0","0.072","0","0","0.0193","0","0.0501","0","0.0263","0","0","0.0072","0.0542","0.0321","0","0","0","0.0121","0","0","3.1307","0.3736"
"08/24/2025 4:00","0","0","0","0","0","0","0","0","0","0","0.0175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0066","0.007","0.0087","0.0085","0.0085","0","0","0","0","0.0204","0","0","0","0","0.0446","0","0","0","0","0.0554","0.0038","0.0272","0","0","0","0.0612","0.0353","0.0263","0","0.0072","0.0246","0","0","3.3141","0.3628"
"08/25/2025 1:00","0","0.0223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.021","0","0","0","0","0","0","0","0","0","0","0","0.0062","0.0085","0.0038","0.0295","0","0","0","0","0","0","0","0","0","0.0429","0","0","0","0","0.044","0.0142","0.0569","0","0","0","0.0559","0.0206","0","0","0","0","0.0229","0","2.0656","0.3487"
"08/26/2025 1:00","0.0903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0181","0.0276","0.0187","0","0","0","0","0","0","0","0","0.0346","0","0.013","0","0","0.0684","0.0087","0.0406","0","0","0","0.052","0.0391","0","0","0.0346","0.0287","0","0","2.6078","0.4744"
"08/27/2025 3:00","0.0707","0","0.1262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0132","0.0053","0.0217","0.0191","0","0","0","0","0","0","0","0","0","0.0378","0.0639","0","0","0","0.0478","0.0068","0.0822","0","0","0.0087","0.0575","0.024","0","0","0","0","0","0","2.7269","0.5849"
"08/28/2025 1:00","0.0614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0168","0","0","0","0","0.0176","0","0","0","0","0.123","0.1109","0","0","0","0.0508","0","0.0418","0","0","0","0.0403","0.0329","0","0","0","0.0257","0","0.0123","2.5259","0.5335"
"08/29/2025 3:00","0.1239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0132","0","0","0","0.014","0","0","0","0.0102","0","0","0","0.0299","0.0197","0","0.0641","0","0","0","0","0","0","0","0","0","0.0648","0","0","0","0.014","0.0493","0.0057","0.0427","0","0","0","0.0639","0.0119","0","0","0","0","0.0121","0","2.6331","0.5394"
"08/30/2025 1:00","0.1212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0157","0","0.0072","0.0019","0.0059","0","0","0","0","0","0","0","0","0","0.0669","0","0","0","0","0.0525","0.0068","0.0123","0","0.0117","0","0.0431","0.0378","0","0","0","0.0149","0","0.0253","1.9259","0.4232"
"08/31/2025 4:00","0.1264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0193","0","0.0251","0.0068","0","0","0","0","0.0412","0","0","0","0","0","0","0","0","0","0.0491","0","0.0395","0","0","0","0.0164","0.0374","0.035","0","0","0.0325","0.0057","0.0057","2.141","0.4401"
"09/01/2025 1:00","0.0091","0.006","0.0089","0","0","0","0","0","0","0.0047","0","0","0.0192","0","0.0033","0.0037","0.0072","0.0049","0.0052","0.012","0.0045","0","0","0.0093","0","0","0","0","0.0236","0","0","0.0639","0","0.021","0","0.0144","0.037","0","0","0","0.0197","0","0.0087","0.0147","0","0","0.1111","0.0072","0.0246","0","0.0123","0","0.0367","0.0508","0","0.031","0","0","0","0","3.4628","0.5747"
"09/01/2025 6:00","0.1262","0","0","0","0","0","0","0","0","0.0068","0.0068","0.0019","0.0033","0","0","0","0","0","0","0","0","0","0.0041","0.0332","0","0","0","0.0204","0","0","0","0.0565","0","0","0","0","0.0601","0.0321","0","0","0.0425","0","0","0","0","0","0.0643","0","0.0554","0","0","0","0.0535","0.0295","0","0.0363","0","0","0","0.1155","3.0382","0.7484"
"09/01/2025 11:00","0.0579","0","0.0136","0","0","0","0","0","0","0","0","0","0","0.0043","0.0019","0","0","0","0","0","0","0","0.0031","0","0","0","0","0.0739","0","0","0","0.0225","0","0","0","0","0.1353","0.0204","0","0","0","0.3024","0","0","0.0372","0","0.1682","0.1858","0.0597","0","0","0","0.0542","0.3334","0","0.0153","0","0.4379","0","0","4.4686","1.927"
"09/01/2025 15:00","0.047","0.0392","0","0","0","0","0.0049","0.0155","0.007","0","0.0054","0","0","0.0058","0.0078","0.007","0.0041","0.001","0","0","0","0.0025","0","0","0","0","0","0","0","0","0","0.0246","0","0","0","0","0.0427","0","0","0","0","0.0327","0","0","0","0","0.1402","0.01","0.0605","0","0","0.0234","0.0815","0.0268","0.0157","0.0185","0","0.0401","0","0","3.2076","0.6639"
"09/01/2025 20:00","0","0.0278","0.0148","0","0","0","0","0","0","0.0037","0.0064","0.0043","0.0047","0.0023","0.0093","0","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0072","0","0","0","0","0.0261","0","0","0","0","0","0","0.0367","0","0","0","0.0055","0.0289","0","0","0","0.0684","0.0259","0","0","0","0.0295","0","0.0072","2.6571","0.3192"
"09/02/2025 3:00","0.1119","0","0","0","0.0041","0","0","0","0","0.0033","0.0089","0.0047","0.0109","0.0087","0.0118","0.0035","0","0.0066","0.0045","0.0064","0.0066","0","0","0.0027","0","0","0","0.0157","0","0","0","0.0227","0","0","0","0","0.0465","0","0","0","0.0193","0.0552","0","0","0","0","0.0416","0","0.0548","0","0","0","0.0488","0.079","0","0","0","0.0716","0","0","3.6288","0.6498"
"09/02/2025 7:00","0.0938","0","0","0","0","0","0","0","0","0.0068","0.0027","0.0056","0.0142","0","0","0.0045","0.0082","0.0016","0.0037","0.0014","0","0.0031","0.0037","0.0097","0","0","0","0.0057","0","0","0","0","0","0","0","0","0.0505","0","0.0219","0","0","0.0401","0","0.038","0.0123","0.0083","0.038","0","0.0718","0.0172","0","0.0374","0","0.0654","0","0","0.0293","0","0.0089","0","3.0096","0.6038"
"09/02/2025 12:00","0.0534","0.0359","0","0","0","0","0","0","0","0.0039","0","0","0","0.0101","0","0.0021","0","0","0","0","0","0","0.006","0.0066","0","0","0","0","0","0","0","0.052","0","0","0","0","0.028","0","0","0","0","0.0161","0","0","0.0083","0","0.0191","0.0051","0.0293","0","0","0.0217","0.0652","0.0147","0","0","0","0","0","0.0217","3.123","0.3992"
"09/03/2025 1:00","0.0103","0.0365","0.0299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0019","0","0","0","0","0","0","0","0","0","0.0677","0","0","0","0","0.0274","0","0","0","0","0","0","0","0.0257","0","0.0561","0","0.0348","0","0.037","0.0189","0.0463","0.0423","0.0147","0","0","0.055","0","0","2.7777","0.5045"
"09/03/2025 18:00","0.0089","0","0.0062","0","0","0","0","0","0.0035","0.0043","0.0029","0","0","0","0","0","0","0.0103","0.0023","0.0052","0.0033","0.0039","0","0","0","0","0","0.0161","0","0","0","0.0132","0","0","0","0","0","0.0183","0","0","0","0","0","0","0","0","0.1225","0.0034","0.037","0","0","0.0125","0.0314","0.0125","0","0","0","0","0","0","3.1277","0.3177"
"09/03/2025 23:00","0.7034","0","0","0","0","0","0","0.008","0.008","0.0091","0","0","0","0","0","0.0029","0","0","0.0031","0.0025","0.0021","0","0.0031","0.0041","0","0","0","0","0","0.0259","0","0.0618","0","0","0","0","0.0423","0","0","0","0","0.0338","0","0","0","0","0.1852","0","0.0733","0.0259","0.0119","0.0293","0.0395","0.0342","0","0","0","0","0.0276","0.0125","4.1093","1.3495"
"09/04/2025 3:00","0.1245","0","0.0126","0","0.0062","0.0089","0","0","0.007","0","0","0","0","0","0.0029","0.0101","0.0089","0.0025","0.0198","0.0064","0.0031","0","0","0","0","0","0","0","0","0","0","0.0319","0","0","0","0","0","0","0","0","0","0","0.0119","0","0.0142","0","0.152","0","0.0376","0.0127","0.0161","0","0.0374","0.0293","0","0","0.0157","0","0.0087","0","3.0599","0.5804"
"09/05/2025 1:00","0","0","0","0.0058","0.0163","0.0103","0","0","0","0.0027","0.0019","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0191","0","0","0","0","0","0","0","0","0.0399","0","0","0","0","0","0","0","0","0","0.0505","0.003","0.1017","0","0","0","0.0338","0.0115","0","0.0059","0","0.0476","0","0","3.2537","0.3585"
"09/06/2025 17:00","0","0","0","0","0","0","0","0","0.0066","0","0","0","0","0","0.0037","0.0035","0.0019","0.0167","0.0107","0.0019","0.0043","0","0","0","0.0238","0","0","0.0136","0","0","0","0.0832","0","0.059","0","0","0","0","0","0","0","0.069","0","0","0.021","0","0.0361","0.0093","0.1004","0.0234","0","0","0.0648","0.0525","0.0089","0","0.0386","0.021","0","0.0197","3.2602","0.6936"
"09/07/2025 2:00","0.0309","0","0","0","0","0","0","0","0","0","0","0","0.006","0","0","0.0029","0.0029","0.0045","0.015","0.0029","0","0","0.0202","0.0128","0","0","0.0195","0.0195","0","0","0","0.0563","0","0","0","0","0.0416","0","0","0","0","0.0584","0","0","0","0","0.0635","0.0202","0.0582","0","0","0.0064","0.0569","0.0474","0","0.0204","0","0","0","0","3.2283","0.5664"
"09/08/2025 3:00","0.0039","0.0344","0.0087","0.0025","0.0099","0.0041","0","0","0","0","0","0","0","0","0.0062","0.0016","0.0027","0.0029","0","0","0","0","0.008","0.0029","0.0219","0","0","0","0","0","0.0117","0","0","0","0.0308","0","0.0694","0","0","0","0","0","0","0.0047","0","0.021","0.1225","0.0023","0.0542","0","0","0","0.0452","0.017","0","0","0.024","0.0374","0","0.0297","4.0527","0.5796"
"09/08/2025 11:00","0.0068","0.0237","0.0258","0.0134","0.0074","0","0.027","0.0313","0.0035","0","0","0","0","0","0","0","0.0101","0","0","0","0","0","0","0","0","0","0","0.0293","0","0","0","0.0117","0","0","0.0495","0.0811","0.2075","0","0","0.041","0.0737","0.2459","0.1215","0.1142","0.0582","0.0992","0","0.0779","0.0113","0.1397","0.1576","0.0926","0.0633","0.2111","0.0716","0.2151","0.1181","0.1419","0.1962","0","6.5904","2.7782"
