"","ETHANE(SITE-LP_LakePark) PPBC","ETHYLENE(SITE-LP_LakePark) PPBC","PROPANE(SITE-LP_LakePark) PPBC","PROPYLENE(SITE-LP_LakePark) PPBC","ISO-BUTANE(SITE-LP_LakePark) PPBC","N-BUTANE(SITE-LP_LakePark) PPBC","ACETYLENE(SITE-LP_LakePark) PPBC","TRANS-2-BUTENE(SITE-LP_LakePark) PPBC","1-BUTENE(SITE-LP_LakePark) PPBC","CIS-2-BUTENE(SITE-LP_LakePark) PPBC","CYCLOPENTANE(SITE-LP_LakePark) PPBC","ISO-PENTANE(SITE-LP_LakePark) PPBC","N-PENTANE(SITE-LP_LakePark) PPBC","1,3-BUTADIENE(SITE-LP_LakePark) PPBC","TRANS-2-PENTENE(SITE-LP_LakePark) PPBC","1-PENTENE(SITE-LP_LakePark) PPBC","CIS-2-PENTENE(SITE-LP_LakePark) PPBC","2,2-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2-METHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLPENTANE(SITE-LP_LakePark) PPBC","ISOPRENE(SITE-LP_LakePark) PPBC","2-METHYL-1-PENTENE(SITE-LP_LakePark) PPBC","1-HEXENE(SITE-LP_LakePark) PPBC","N-HEXANE(SITE-LP_LakePark) PPBC","METHYLCYCLOPENTANE(SITE-LP_LakePark) PPBC","2,4-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","BENZENE(SITE-LP_LakePark) PPBC","CYCLOHEXANE(SITE-LP_LakePark) PPBC","2-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,2,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","N-HEPTANE(SITE-LP_LakePark) PPBC","METHYLCYCLOHEXANE(SITE-LP_LakePark) PPBC","2,3,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","TOLUENE(SITE-LP_LakePark) PPBC","2-METHYLHEPTANE(SITE-LP_LakePark) PPBC","3-METHYLHEPTANE(SITE-LP_LakePark) PPBC","N-OCTANE(SITE-LP_LakePark) PPBC","ETHYLBENZENE(SITE-LP_LakePark) PPBC","M&P-XYLENE(SITE-LP_LakePark) PPBC","STYRENE(SITE-LP_LakePark) PPBC","O-XYLENE(SITE-LP_LakePark) PPBC","N-NONANE(SITE-LP_LakePark) PPBC","ISO-PROPYLBENZENE(SITE-LP_LakePark) PPBC","ALPHA-PINENE(SITE-LP_LakePark) PPBC","N-PROPYLBENZENE(SITE-LP_LakePark) PPBC","M-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","P-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","1,3,5-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","O-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","BETA-PINENE(SITE-LP_LakePark) PPBC","1,2,4-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","N-DECANE(SITE-LP_LakePark) PPBC","1,2,3-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","M-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","P-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","N-UNDECANE(SITE-LP_LakePark) PPBC","N-DODECANE(SITE-LP_LakePark) PPBC","TNMHC(SITE-LP_LakePark) PPBC","TNMTC(SITE-LP_LakePark) PPBC"
"08/08/2025 0:00","1.483","0","1.5265","0.0581","0","1.4865","0.6867","0","0","0","0","0","1.4282","1.5112","0","0","0","0","0","1.4865","0.0115","0","0","1.4659","1.4906","0","0","1.4347","0.0153","0.0098","0.0149","0.0104","0","0","0","0","1.4402","0","0","0","0","1.3659","0","0","0","0","0.0516","1.1427","0.0531","0.0168","0","0","0.082","1.0505","0","0","0","0.7167","0","0.0166","23.5822","20.0559"
"08/09/2025 2:00","1.4723","0","1.4531","0.0394","0.0227","1.5174","0.7091","0","0","0","0","0","1.4389","1.4968","0","0","0","0","0","1.4853","0","0","0","1.49","1.509","0","0","1.5498","0.0072","0.0034","0","0.0172","0","0","0","0","1.4612","0","0","0","0","1.3192","0","0","0","0","0.044","0.9873","0.0395","0","0","0","0.0813","0.8463","0","0","0","0.5415","0","0","21.582","19.5319"
"08/10/2025 0:00","1.5405","0.0445","1.4655","0","0","1.5292","0.6974","0","0","0","0","0","1.4649","1.504","0","0.0062","0","0","0","1.4958","0","0","0","1.4867","1.512","0","0","1.4683","0.0125","0.0178","0.0153","0.0168","0","0","0","0","1.475","0","0","0","0","1.3994","0","0.0144","0","0","0.0699","1.1285","0.0758","0","0","0.037","0.0752","0.9832","0","0","0","0.6581","0.0234","0.0302","22.0489","20.2475"
"08/10/2025 1:00","1.4904","0.0639","1.4745","0","0","1.5601","0.7485","0","0","0","0","0","1.4873","1.5248","0","0.0173","0","0","0.0134","1.5292","0","0","0","1.503","1.5613","0","0","1.5526","0.0062","0","0","0.0431","0","0","0","0","1.523","0","0","0","0","1.4763","0","0","0","0.0083","0.0068","1.1695","0.0467","0","0","0.0115","0.0841","1.0497","0","0","0","0.7403","0","0","22.3548","20.6918"
"08/11/2025 2:00","1.5366","0.094","1.45","0.0567","0","1.5465","0.7034","0","0","0","0","0","1.4719","1.5207","0","0","0","0","0","1.4867","0","0","0","1.4943","1.5254","0","0","1.4392","0.0079","0.0106","0","0.0406","0","0","0","0","1.509","0","0","0","0","1.4551","0","0.0586","0","0","0.0643","1.1459","0.0684","0","0","0","0.069","1.0896","0","0.0423","0","0.7186","0","0.0342","22.3754","20.6395"
"08/12/2025 0:00","1.4921","0.0812","1.4634","0.127","0","1.5143","0.7052","0","0","0","0","0","1.4292","1.4818","0","0","0","0","0","1.4737","0","0","0","1.4576","1.529","0","0","1.5326","0.0079","0.0161","0.0098","0.0822","0","0","0","0","1.447","0","0","0","0","1.3901","0","0.0147","0","0","0.0382","1.2047","0.062","0","0.0393","0","0.0794","1.0803","0","0.0302","0","0.7772","0.0516","0.0595","23.8396","20.6773"
"08/13/2025 0:00","1.5094","0","1.4925","0.0823","0","1.4943","0.704","0","0","0","0","0","1.437","1.4875","0","0.0254","0","0","0","1.4873","0","0","0","1.4669","1.4857","0","0","1.4942","0.0079","0.0208","0.0327","0.0104","0","0","0","0","1.4593","0","0","0.0363","0","1.429","0.038","0.0423","0","0","0.0652","1.1724","0.0522","0","0","0","0.0614","1.0943","0","0","0.0234","0.8089","0.0342","0.0159","22.6235","20.5711"
"08/14/2025 2:00","1.4636","0.033","1.4539","0","0","1.5044","0.6821","0","0","0","0","0","1.4323","1.4914","0","0","0","0","0","1.4533","0","0.0087","0","1.4502","1.488","0","0","1.447","0","0","0.0231","0.0414","0","0","0","0","1.4147","0","0","0","0","1.4908","0","0.042","0","0","0.0758","1.1856","0.0329","0","0","0","0.0771","1.1709","0","0.0363","0","0.8303","0.0278","0.0295","22.2085","20.3861"
"08/15/2025 0:00","1.4387","0","2.873","0","0","1.5222","0.7126","0","0","0","0","0","1.4397","1.4564","0.0196","0","0","0","0","1.4416","0","0","0","1.476","1.4634","0","0","1.4519","0","0","0","0.0034","0","0","0","0","1.4487","0","0","0","0","1.3727","0","0","0","0","0.0658","1.2153","0.068","0","0.0127","0.0202","0.0835","1.0658","0","0.0338","0","0.8465","0","0.0231","23.2023","21.5546"
"08/15/2025 10:00","1.4828","0","1.5479","0.0497","0","1.5197","0.7213","0","0","0","0","0","1.424","1.5011","0","0","0","0","0","1.4702","0","0","0","1.4791","1.4651","0","0","1.4392","0.0074","0.0093","0.0068","0.0197","0","0","0","0","1.4205","0","0","0","0","1.3682","0.0308","0","0","0","0.0592","1.1994","0.0416","0","0","0.0191","0.0809","1.1444","0","0","0","0.8494","0","0","22.2962","20.3568"
"08/16/2025 2:00","1.4607","0","1.4515","0","0","1.4987","0.7005","0","0","0","0","0","1.4397","1.4826","0","0","0","0","0","1.4651","0","0","0","1.4721","1.533","0","0","1.4952","0.007","0.0108","0.0068","0.1164","0","0","0","0","1.4481","0","0","0","0","1.3701","0","0","0","0","0.0883","1.2096","0.1049","0","0","0","0.0552","1.0779","0","0.0418","0","0.8233","0","0","21.8996","20.3593"
"08/17/2025 0:00","1.4774","0","1.5797","0.06","0","1.4848","0.7291","0","0","0","0","0","1.4108","1.4669","0","0","0","0","0","1.4776","0","0","0","1.4459","1.4929","0","0","1.46","0.0323","0.0072","0.0091","0.0223","0","0","0","0","1.4043","0","0","0","0","1.382","0","0","0","0","0.0631","1.2245","0.0714","0","0","0","0.0714","1.1527","0","0","0","0.811","0.0333","0.0093","22.5163","20.379"
"08/17/2025 1:00","1.5036","0.0853","1.4787","0","0","1.5193","0.6933","0","0","0","0","0","1.4313","1.5537","0","0","0","0","0","1.498","0","0","0","1.4745","1.5122","0","0","1.4982","0.0185","0.0068","0.0089","0.0074","0","0","0","0","1.5175","0","0","0","0","1.5746","0","0","0","0","0.0588","1.3744","0.0533","0","0","0","0.0637","1.336","0","0.0282","0","1.0482","0","0","24.0334","21.3444"
"08/18/2025 2:00","1.4632","0","1.4717","0.0509","0","1.4865","0.697","0","0","0","0","0","1.4603","1.4989","0.0105","0","0","0","0","1.4482","0","0","0","1.4651","1.5131","0","0","1.4659","0.0064","0.0102","0.0057","0.0197","0","0","0","0","1.4152","0","0","0","0","1.3884","0.0718","0","0","0","0.0561","1.1261","0.0414","0","0.0066","0","0.0826","1.0183","0","0","0","0.7029","0","0","21.7297","19.9827"
"08/19/2025 0:00","1.5178","0","1.4797","0.061","0","1.5067","0.7011","0","0","0","0","0","1.4533","1.4896","0","0","0","0","0","1.4671","0","0","0","1.4947","1.4993","0","0","1.5084","0.0096","0.0093","0.0539","0.0212","0","0","0","0.0495","1.4971","0","0","0","0","1.4398","0.0953","0.0856","0","0","0.0779","1.1421","0.0096","0","0","0.0108","0.0735","1.0612","0","0","0","0.7322","0.0108","0.0705","22.8094","20.6286"
"08/20/2025 2:00","1.469","0.0715","1.4708","0.0454","0","1.4997","0.7077","0","0","0","0","0","1.424","1.5057","0","0","0","0","0","1.4832","0.0126","0","0","1.4793","1.5116","0","0","1.4358","0.017","0.0206","0","0.0306","0","0","0","0","1.4952","0","0","0.0268","0","1.4011","0","0.0433","0","0","0.0474","1.1593","0.0522","0","0.0132","0","0.0575","1.0401","0","0","0","0.7235","0.0386","0.0442","22.2992","20.3269"
"08/21/2025 0:00","1.4904","0","1.4512","0.068","0","1.5261","0.7093","0","0","0","0","0","1.4447","1.5032","0","0","0","0","0","1.4989","0","0","0","1.4964","1.5439","0","0","1.5182","0.0125","0.0234","0.0189","0.0253","0","0","0","0","1.5073","0","0","0","0","1.4111","0","0","0","0","0.051","1.2274","0.0788","0.0134","0","0.0149","0.0686","1.1754","0","0.042","0","0.8664","0","0.0325","25.1058","20.8192"
"08/22/2025 2:00","1.457","0.0454","1.4455","0.0546","0.0443","1.4884","0.6992","0","0","0","0","0","1.408","1.5116","0","0","0","0","0","1.4729","0","0","0","1.4618","1.4742","0","0","1.4818","0.0183","0","0","0.0062","0","0","0","0","1.4387","0","0","0","0","1.3822","0.0346","0","0","0","0.051","1.2202","0.0514","0","0","0","0.0616","1.1416","0","0","0","0.8465","0","0.0102","23.7615","20.3072"
"08/23/2025 0:00","1.49","0","1.3941","0","0","1.511","0.7056","0","0","0","0","0","1.4352","1.4824","0","0","0","0","0","1.469","0","0","0","1.4877","1.4931","0","0","1.4859","0","0","0","0.0119","0","0","0","0","1.4606","0","0","0","0","1.4133","0","0","0","0","0.0894","1.2693","0.1068","0","0","0","0.0467","1.1404","0","0.0386","0","0.9087","0.0164","0.0263","24.0788","20.4824"
"08/24/2025 2:00","1.4877","0.0979","1.4156","0.0806","0","1.5121","0.6988","0","0","0","0","0","1.4317","1.5028","0","0","0","0","0","1.4741","0","0","0","1.4663","1.5241","0","0","1.5228","0","0","0","0.0302","0","0","0","0","1.4334","0","0","0","0","1.3774","0.1359","0.0149","0","0","0.0818","1.2262","0.1066","0","0","0","0.0639","1.127","0.0064","0","0.0191","0.931","0.013","0","24.7254","20.7813"
"08/24/2025 3:00","1.5112","0.3107","1.498","0.0503","0","1.5481","0.7236","0","0","0","0","0","1.4696","1.5083","0","0","0","0","0","1.502","0","0","0","1.5067","1.5224","0","0","1.5591","0.0246","0.0157","0.0076","0.0259","0","0","0","0","1.5137","0","0","0","0","1.5054","0","0","0","0","0.0648","1.3665","0.0433","0","0.0083","0.0081","0.0403","1.3058","0","0","0","1.1816","0.0098","0","25.2796","21.8314"
"08/25/2025 0:00","1.5061","0","1.4931","0.0818","0","1.5512","0.7388","0","0","0","0","0","1.4331","1.4919","0","0","0","0","0","1.4917","0","0.0089","0","1.4816","1.505","0","0","1.4649","0.0219","0.0153","0.0087","0.0261","0","0","0","0","1.4468","0","0","0","0","1.4158","0.1221","0","0","0","0.09","1.2302","0.0548","0","0.0151","0.0106","0.0646","1.2143","0","0","0.0463","0.9202","0","0","22.9149","20.9509"
"08/26/2025 0:00","1.504","0","1.4659","0","0","1.5119","0.698","0","0","0","0","0","1.4428","1.5073","0","0","0","0","0","1.4813","0","0","0","1.4836","1.5133","0","0","1.4474","0","0.0138","0.0153","0.0153","0","0","0","0","1.475","0","0","0","0","1.3888","0","0.0406","0","0","0.0612","1.2315","0.0535","0","0","0","0.0474","1.1323","0","0","0","0.8832","0.0204","0.0457","22.6913","20.4795"
"08/27/2025 2:00","1.4801","0","1.4741","0.0509","0","1.5428","0.7114","0","0","0","0","0","1.4527","1.4966","0","0","0.0056","0","0","1.4974","0","0","0","1.498","1.5443","0","0","1.5577","0","0","0","0.004","0","0","0","0","1.4702","0","0","0","0","1.4275","0.1374","0","0","0","0.0735","1.2364","0.0849","0.0197","0","0","0.0592","1.1495","0","0","0.034","0.8641","0","0.014","23.8667","20.886"
"08/28/2025 0:00","1.5541","0","1.5314","0.0569","0","1.5329","0.6984","0","0","0","0","0","1.4508","1.549","0","0.0074","0","0","0","1.5172","0","0","0.0299","1.5201","1.5568","0","0","1.5402","0.0011","0.0115","0.0096","0.0127","0","0","0","0","1.4502","0","0","0","0","1.415","0","0","0","0.0072","0.0737","1.247","0.0329","0","0","0","0.1134","1.1856","0","0","0","0.8734","0.0161","0.0087","23.4536","21.0032"
"08/29/2025 2:00","1.6182","0","1.4919","0.0515","0","1.5156","0.6939","0","0","0","0","0","1.4754","1.5015","0","0","0","0","0","1.5071","0","0","0","1.5098","1.5645","0","0","1.526","0.0423","0.0091","0.0127","0.0132","0","0","0","0","1.4782","0","0","0","0","1.4689","0.1716","0.0539","0","0","0.0877","1.2727","0.0575","0","0","0","0.0592","1.1824","0","0","0.048","0.8785","0","0.0516","23.577","21.3429"
"08/30/2025 0:00","1.6926","0","1.4846","0.0849","0","1.5424","0.71","0","0","0","0","0","1.4496","1.5234","0","0","0","0","0","1.5106","0","0","0","1.5459","1.5568","0","0","1.5456","0.0032","0.004","0","0.1151","0","0","0","0","1.5186","0","0","0","0","1.4141","0","0.0295","0","0","0.0431","1.2425","0.0801","0","0","0.014","0.0463","1.2037","0.0068","0","0","0.8195","0.0142","0.0527","23.0669","21.2538"
"08/31/2025 2:00","1.5632","0","1.4848","0.0757","0","1.578","0.6891","0","0","0","0","0","1.456","1.5238","0","0","0","0","0","1.5436","0","0","0","1.5137","1.5666","0","0","1.5364","0","0","0","0.0308","0","0","0","0","1.5126","0","0","0","0.0888","1.475","0","0","0","0","0.0809","1.2487","0.0822","0","0","0","0.0516","1.1312","0","0","0","0.8692","0","0.0395","22.7965","21.1414"
"08/31/2025 3:00","1.6545","0","1.4943","0","0","1.5599","0.7335","0","0","0","0","0","1.4917","1.55","0","0","0","0","0","1.5426","0","0","0","1.5826","1.5744","0","0","1.6088","0.0178","0.0181","0.014","0.0055","0","0","0","0","1.5162","0","0","0","0","1.5033","0","0","0","0","0.0276","1.3663","0.0321","0","0","0.0191","0.0731","1.2905","0","0.0246","0","1.1047","0","0","23.3758","21.8052"
"09/01/2025 0:00","1.5364","0.0054","1.5129","0.0243","0","1.5413","0.7349","0","0","0","0","0.0054","1.449","1.5114","0","0","0","0","0","1.5189","0.0016","0","0.0181","1.5413","1.4956","0","0","1.5228","0","0","0","0.0295","0","0","0","0","1.5194","0","0","0","0.0261","1.4727","0","0","0","0","0.0333","1.258","0.0735","0","0.0119","0","0.0735","1.1722","0","0.0556","0","0.8781","0.0119","0.0752","24.5237","21.1102"
"09/02/2025 2:00","1.617","0","1.4747","0.0573","0","1.5397","0.7126","0.0169","0.0115","0.0105","0","0.0052","1.4789","1.5323","0.0047","0","0","0","0","1.5275","0.0043","0","0","1.5141","1.58","0","0","1.5453","0","0","0","0.0461","0","0","0","0","1.5033","0","0","0","0","1.4188","0","0.0276","0","0","0.0618","1.2124","0.0777","0","0","0.0161","0.0433","1.1281","0","0","0","0.7581","0.0174","0.0329","24.474","20.9761"
"09/03/2025 0:00","1.5506","0.0167","1.471","0.0124","0","1.5279","0.7073","0","0.0035","0.0066","0","0","1.4267","1.5131","0","0.0019","0.0072","0.0037","0","1.5211","0.0045","0.0082","0.0033","1.5372","1.5693","0","0","1.4946","0","0","0","0.0435","0","0","0","0","1.5169","0","0","0","0","1.4884","0.0236","0","0","0","0.0444","1.227","0.017","0","0","0","0.0745","1.1312","0.0115","0.0552","0","0.8178","0.0648","0.0244","24.131","20.927"
"09/04/2025 2:00","1.6652","0.012","1.4403","0.0128","0","1.5331","0.7365","0.0235","0.0043","0.0049","0.0027","0.0041","1.4682","1.5518","0","0.0008","0.0025","0.0033","0.0035","1.5403","0.0064","0","0.0039","1.53","1.5617","0","0","1.4714","0.021","0","0","0.0219","0","0","0","0","1.461","0","0","0","0","1.3924","0","0","0","0","0.0493","1.2644","0.0444","0.0244","0.0176","0","0.0484","1.0478","0","0.0121","0","0.767","0","0.0117","24.0762","20.7666"
"09/05/2025 0:00","1.4861","0","1.4583","0.0225","0.0085","1.5337","0.6912","0","0","0.0324","0.0039","0.0066","1.4609","1.5572","0","0","0.0097","0","0","1.4931","0","0.0019","0","1.4764","1.515","0","0","1.4816","0","0","0.0136","0.0106","0","0","0","0","1.54","0","0","0","0","1.4273","0","0","0","0","0.1283","1.2383","0.1113","0","0","0.0217","0.0403","1.1007","0","0.0408","0.0299","0.8618","0.0098","0","23.9433","20.8134"
"09/06/2025 16:00","1.4179","0","1.403","0","0","1.4498","0.6541","0.0256","0.0126","0.0307","0.0064","0","1.3717","1.4016","0.0076","0","0.0037","0.0012","0.0163","1.4463","0.0037","0.0056","0.0025","1.4411","1.4833","0.0121","0.0442","1.4411","0","0","0","0.0631","0","0","0","0","1.3805","0","0","0","0.0482","1.3381","0.0465","0","0.0206","0","0.0767","1.2011","0.0495","0","0.0104","0","0.0537","1.0423","0","0.042","0.0059","0.8458","0.0229","0","23.6656","19.9294"
"09/07/2025 0:00","1.6003","0","1.4354","0.0118","0","1.5413","0.6877","0.0165","0.0105","0.012","0.0029","0.0223","1.4329","1.4886","0","0","0","0","0","1.4871","0.0064","0.0045","0.0043","1.482","1.5296","0","0","1.4914","0","0","0","0.0123","0","0","0","0","1.4912","0","0","0","0","1.4339","0","0.0486","0","0","0.0546","1.2389","0.0569","0","0","0","0.0172","1.1465","0.0144","0","0","0.9433","0.0263","0.0278","24.3826","20.7794"
