"","ETHANE(SITE-LP_LakePark) PPBC","ETHYLENE(SITE-LP_LakePark) PPBC","PROPANE(SITE-LP_LakePark) PPBC","PROPYLENE(SITE-LP_LakePark) PPBC","ISO-BUTANE(SITE-LP_LakePark) PPBC","N-BUTANE(SITE-LP_LakePark) PPBC","ACETYLENE(SITE-LP_LakePark) PPBC","TRANS-2-BUTENE(SITE-LP_LakePark) PPBC","1-BUTENE(SITE-LP_LakePark) PPBC","CIS-2-BUTENE(SITE-LP_LakePark) PPBC","CYCLOPENTANE(SITE-LP_LakePark) PPBC","ISO-PENTANE(SITE-LP_LakePark) PPBC","N-PENTANE(SITE-LP_LakePark) PPBC","1,3-BUTADIENE(SITE-LP_LakePark) PPBC","TRANS-2-PENTENE(SITE-LP_LakePark) PPBC","1-PENTENE(SITE-LP_LakePark) PPBC","CIS-2-PENTENE(SITE-LP_LakePark) PPBC","2,2-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2-METHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLPENTANE(SITE-LP_LakePark) PPBC","ISOPRENE(SITE-LP_LakePark) PPBC","2-METHYL-1-PENTENE(SITE-LP_LakePark) PPBC","1-HEXENE(SITE-LP_LakePark) PPBC","N-HEXANE(SITE-LP_LakePark) PPBC","METHYLCYCLOPENTANE(SITE-LP_LakePark) PPBC","2,4-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","BENZENE(SITE-LP_LakePark) PPBC","CYCLOHEXANE(SITE-LP_LakePark) PPBC","2-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,2,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","N-HEPTANE(SITE-LP_LakePark) PPBC","METHYLCYCLOHEXANE(SITE-LP_LakePark) PPBC","2,3,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","TOLUENE(SITE-LP_LakePark) PPBC","2-METHYLHEPTANE(SITE-LP_LakePark) PPBC","3-METHYLHEPTANE(SITE-LP_LakePark) PPBC","N-OCTANE(SITE-LP_LakePark) PPBC","ETHYLBENZENE(SITE-LP_LakePark) PPBC","M&P-XYLENE(SITE-LP_LakePark) PPBC","STYRENE(SITE-LP_LakePark) PPBC","O-XYLENE(SITE-LP_LakePark) PPBC","N-NONANE(SITE-LP_LakePark) PPBC","ISO-PROPYLBENZENE(SITE-LP_LakePark) PPBC","ALPHA-PINENE(SITE-LP_LakePark) PPBC","N-PROPYLBENZENE(SITE-LP_LakePark) PPBC","M-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","P-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","1,3,5-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","O-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","BETA-PINENE(SITE-LP_LakePark) PPBC","1,2,4-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","N-DECANE(SITE-LP_LakePark) PPBC","1,2,3-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","M-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","P-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","N-UNDECANE(SITE-LP_LakePark) PPBC","N-DODECANE(SITE-LP_LakePark) PPBC","TNMHC(SITE-LP_LakePark) PPBC","TNMTC(SITE-LP_LakePark) PPBC"
"09/20/2025 21:00","6.0468","0.6283","6.551","0.2274","0.0643","6.9866","5.1866","0","0.0965","0.0113","0.0029","0.0052","6.88","6.6221","0.0111","0.1185","0","0","0.013","6.6512","0.0711","0.0206","0","6.692","6.8135","0.4956","0.028","7.0002","0.0416","0.1952","0.5226","2.1174","0.1489","0.0306","0","0.0242","6.4895","0.1733","0","0.0257","0.0393","6.0376","0","0.0544","0.0497","0","0.2056","5.7876","0.0556","0.0282","0.0057","0.0183","0.0571","5.3294","0.0391","0.0227","0.0363","4.8836","0.0554","0.068","110.6744","99.7664"
"09/27/2025 21:00","6.0781","0.7619","6.6642","0.2063","0.0047","6.9025","5.1775","0","0.0041","0.0491","0","0.0097","6.8547","6.578","0.0025","0.113","0","0","0.0157","6.6054","0.0738","0.0105","0.0078","6.6815","6.7322","0.5774","0.0792","7.0017","0","0.1807","0.525","2.0575","0.0559","0","0.0488","0","6.4542","0.0716","0","0.096","0.0499","6.0076","0.0147","0.0467","0.0113","0","0.1591","5.6606","0.0308","0","0","0.0457","0.0722","5.1603","0","0.0854","0.0289","4.3508","0.0376","0.0442","110.3184","98.487"
"10/04/2025 21:00","5.0373","0.6382","5.6509","0.1994","0.0081","5.9619","4.2611","0.0158","0.1005","0.0026","0","0.0134","5.8406","5.663","0.0188","0.0791","0","0","0.0162","5.6254","0.0657","0.0163","0","5.6651","5.7016","0.5408","0","5.6309","0.0625","0.1452","0.4763","1.9075","0.0207","0.0212","0.0447","0","5.3565","0.1971","0.0422","0.0825","0.1181","5.0368","0","0.048","0.0242","0","0.1167","4.8753","0.062","0.0401","0","0.0972","0.085","4.3318","0","0.0489","0","4.0032","0.0301","0.0357","95.1826","84.0622"
"10/11/2025 21:00","5.0611","0.6071","5.6122","0.2328","0.062","6.0634","4.2061","0.0063","0.1256","0.0251","0.0033","0.0035","5.851","5.7083","0.0086","0.1035","0.0267","0.0047","0.0378","5.7174","0.0657","0.0227","0.0018","5.7443","5.6496","0.5441","0.0121","5.8167","0","0.1381","0.4681","1.7553","0.0191","0.0222","0","0.0329","5.3646","0.0319","0","0.0576","0.037","4.9741","0","0.0361","0.0382","0","0.1209","4.7978","0.0447","0","0","0.0056","0.0771","4.3181","0","0.0876","0","3.8029","0.034","0.0338","93.7248","83.6212"
"10/18/2025 21:00","5.1392","0.664","5.6305","0.2133","0.0128","5.962","4.1641","0.007","0.1209","0.0262","0","0","5.8039","5.5944","0.0076","0.1267","0.0241","0.0112","0.0112","5.6552","0.0671","0","0.0012","5.7206","5.6119","0.6119","0.0468","5.7179","0.0175","0.192","0.4837","1.869","0","0.0456","0","0.0459","5.3826","0.1889","0","0.1564","0.0513","4.9182","0.0077","0.0554","0.0308","0.0075","0.1079","4.6938","0.0235","0","0.038","0.0068","0.0431","4.2104","0","0.0597","0.0406","3.7204","0.0345","0.0191","94.0811","83.402"
"10/25/2025 21:00","5.1249","0.7097","5.6391","0.2857","0.0622","5.8988","4.1223","0.0188","0.1086","0.016","0","0","5.7756","5.5936","0.0281","0.0938","0.0195","0","0","5.564","0.0671","0.0156","0","5.6398","5.5226","0.6","0","5.6983","0.1097","0.1827","0.5328","1.8544","0","0.0513","0.0589","0.014","5.353","0.2341","0","0.0967","0","4.9508","0","0.0434","0.0159","0","0.0978","4.7214","0.0158","0","0.0114","0.0102","0.0459","4.2074","0","0.048","0","3.72","0.0307","0.0247","92.5152","83.0351"
"11/01/2025 21:00","5.0979","0.7134","5.6199","0.2857","0.0627","6.0633","4.0713","0.0197","0.1135","0.0295","0","0.0199","5.8371","5.6605","0.0181","0.1235","0.0272","0","0.0093","5.6412","0.0559","0.0327","0","5.7204","5.6381","0.6689","0","5.7919","0.0124","0.2519","0.5277","1.8966","0.0457","0.0692","0","0","5.3684","0.1985","0.0564","0.0724","0.0138","4.9958","0.0093","0.0461","0.0576","0","0.1309","4.7689","0.0918","0.0175","0.0326","0.0315","0.0317","4.2609","0","0.0258","0","3.7866","0.0417","0.0289","94.1121","84.1922"
"11/08/2025 21:00","5.1775","0.7296","5.5971","0.2778","0.0589","5.8882","3.9404","0.0355","0.1088","0.0362","0","0.0271","5.7742","5.5293","0.0185","0.1237","0.013","0","0.0221","5.6118","0.0445","0.01","0","5.6765","5.4996","0.6589","0","5.7123","0.0638","0.2092","0.5363","1.8392","0.0347","0","0","0","5.301","0.1056","0","0.1011","0.0317","4.9168","0.069","0.0571","0.0244","0.0081","0.1398","4.6195","0.0228","0","0.0506","0.0161","0.058","4.059","0.075","0.0985","0.0172","3.4368","0.0193","0.0417","92.7331","82.5238"
"11/15/2025 21:00","5.078","0.7526","5.6609","0.2913","0.0474","5.8897","3.8216","0.0128","0.1367","0.0244","0","0.0088","5.729","5.5811","0.0083","0.1079","0.0125","0","0.0278","5.5656","0.0497","0","0","5.644","5.5233","0.692","0","5.7276","0","0","0.6398","2.0352","0.0659","0.0282","0","0.0364","5.4068","0.075","0","0.0503","0.0643","4.9229","0","0.0745","0.0193","0","0.1628","4.7526","0.0377","0.0075","0","0.0237","0.0823","4.2728","0.037","0.0689","0.03","3.7426","0.0419","0.0392","94.0828","83.1106"
"11/22/2025 21:00","5.1205","0.8492","5.7261","0.2834","0.0677","6.0063","3.7846","0.0286","0.1378","0.0267","0","0.0378","5.7719","5.6619","0.0114","0.1084","0","0","0.0132","5.6292","0.0717","0","0","5.6739","5.5641","0.7239","0","5.74","0","0.1871","0.5191","2.0074","0.0482","0.0424","0.0774","0.0212","5.4059","0.2169","0","0.1006","0.0265","5.0279","0","0.0578","0.0487","0","0.0979","4.7563","0.0673","0","0","0.0405","0.0091","4.2728","0.0741","0.0487","0","3.8576","0.0305","0.0245","94.9967","84.1047"
"11/29/2025 21:00","5.0763","0.6287","5.6264","0.2453","0","5.7396","3.521","0","0.1731","0.0392","0","0.0401","6.1796","5.5393","0.0221","0.1562","0.0227","0","0.0176","5.4572","0.0736","0.0293","0","5.5145","5.3812","1.0082","0.124","5.527","0","0.0287","0.7502","2.106","0","0.1137","0.2334","0","5.4177","0.1864","0","0.0294","0.1032","5.0878","0","0.0689","0.0561","0","0.198","5.0173","0.1109","0.0126","0.0103","0.0047","0.3902","4.7717","0.0806","0.0822","0","4.3952","0.0289","0.1098","102.3089","85.5361"
"12/01/2025 12:00","6.0706","1.141","6.2016","0.3405","0.0657","6.6757","3.9776","0.0269","0.1505","0.045","0","0.0569","6.7371","6.428","0","0.1552","0","0","0.0129","6.3791","0.0733","0.0199","0","6.4548","6.0631","0.4669","0","5.77","0","0","0.6872","2.3988","0.0523","0.0352","0.0991","0.0316","6.13","0.154","0.0498","0.0563","0","5.7204","0.0239","0.0665","0.0324","0","0.2191","5.6714","0.0708","0","0.0346","0.0412","0.1168","5.2965","0","0.046","0","4.9518","0","0.0141","110.7171","95.3121"
"12/06/2025 21:00","6.0055","1.4128","6.5246","0.3664","0.0597","6.7716","3.8623","0","0.1597","0.0361","0","0","6.6162","6.4382","0","0.1488","0","0","0.031","6.3465","0.072","0.0228","0","6.4146","6.0734","0.9413","0","6.2046","0","0.329","0.7532","2.3385","0.0269","0.0165","0.1612","0","6.0919","0.2679","0","0.125","0.09","5.7069","0.0279","0.0641","0.0297","0","0.2048","5.5666","0.0454","0.0167","0.0171","0.0279","0.077","5.1373","0.1029","0.0511","0.0241","4.7126","0.0378","0.08","110.0995","96.6381"
"12/13/2025 21:00","5.9165","1.2418","6.39","0.3506","0.0792","6.7133","3.6459","0.0468","0.1595","0.0433","0","0.0177","6.6008","6.3604","0","0.1753","0","0","0.0224","6.3522","0.0766","0","0","6.3945","6.0318","1.0412","0.035","6.2571","0","0.0834","0.7757","2.3248","0.036","0.0265","0.1152","0.006","5.9558","0.151","0.009","0.0496","0.0346","5.7656","0","0.0621","0.0498","0","0.238","5.5684","0.045","0.0119","0.0187","0.0643","0.0854","5.1335","0.04","0.0362","0","4.6135","0","0.0669","109.5693","95.3188"
"12/20/2025 21:00","5.952","1.1702","6.2523","0.3588","0.0671","6.718","3.3268","0.0353","0.1519","0.0055","0","0.0197","6.5597","6.3413","0","0.1507","0","0","0.0236","6.336","0.077","0.0053","0","6.3961","6.0649","1.1895","0","6.3449","0","0.1387","0.7369","2.2963","0.0541","0.0565","0.0931","0.0068","5.9252","0.1431","0.0084","0.0285","0.0704","5.8213","0","0.0462","0.0689","0","0.1536","5.5735","0.0555","0","0","0","0.0667","4.9785","0.0921","0.0068","0","4.3853","0.0364","0.0422","109.8294","94.4316"
"12/27/2025 21:00","5.8867","1.141","6.3487","0.453","0.0618","6.8058","3.1125","0.032","0.1576","0.0279","0","0","6.5872","6.397","0","0.1519","0","0","0.0123","6.2851","0.0382","0.0279","0","6.4101","6.2014","1.2402","0","6.3684","0","0.1692","0.7558","2.3544","0.0541","0.1244","0.0498","0.0225","5.8911","0.1926","0","0.007","0.0621","5.6579","0","0.0653","0.0772","0","0.1813","5.4806","0","0.0119","0.0119","0","0.0599","5.0008","0.1079","0.0515","0.0149","4.5085","0.0569","0.0515","110.8103","94.7677"
"01/03/2026 21:00","5.8703","1.1316","6.3974","0.4158","0.0583","6.72","3.0119","0.0294","0.171","0.0271","0","0","6.5478","6.3686","0","0.1433","0","0","0","6.3046","0.0878","0","0","6.383","6.0452","1.1735","0.0575","6.1867","0","0.2802","0.8474","2.353","0.085","0.1803","0.0919","0","5.968","0.2074","0.0722","0.0243","0.046","5.591","0","0.0583","0.0695","0","0.1777","5.436","0","0","0","0.0281","0.11","4.9928","0.1309","0","0","4.4738","0.0259","0.0585","109.4016","94.439"
"01/10/2026 21:00","5.884","1.1823","6.3803","0.4044","0.0727","6.7416","2.9495","0","0.1923","0.038","0","0.0213","6.5078","6.3337","0","0.181","0","0","0","6.274","0.0706","0","0","6.3627","6.0283","1.0949","0","6.1849","0","0.2082","0.7779","2.3435","0.0649","0.0639","0.1319","0","5.9765","0.3996","0.0766","0.0695","0.1172","5.567","0.047","0.0468","0.0814","0","0.1827","5.3731","0.0203","0","0","0.0287","0.0434","4.8129","0.0788","0.0597","0","4.3628","0","0.0478","108.0373","93.8864"
"01/17/2026 21:00","5.8625","1.2241","6.453","0.4715","0.055","6.7135","2.9019","0.0234","0.1936","0.0378","0","0.0246","6.5228","6.3346","0.0252","0.1466","0","0","0.0283","6.2917","0.0603","0","0","6.344","6.0689","1.1753","0","6.2372","0","0.1837","0.8523","2.2591","0.0492","0.0969","0.1264","0","5.9785","0.1614","0.0424","0.123","0.0778","5.7001","0","0.0603","0.0718","0","0.2096","5.4372","0.0382","0","0","0.0273","0.0742","4.925","0.1047","0.1029","0","4.2517","0.0629","0.036","109.5462","94.2484"
"01/24/2026 21:00","5.8573","1.1683","6.4085","0.4657","0.0981","6.7525","2.7863","0.0244","0.1977","0.0466","0","0.0394","6.531","6.4208","0","0.1587","0","0","0.0224","6.3108","0.08","0","0","6.3764","6.1495","1.3918","0","6.1879","0.0352","0.0199","0.8498","2.3264","0.0768","0.1124","0.1952","0","6.0418","0.2681","0","0.125","0","5.6215","0.0223","0.0444","0.0866","0","0.1899","5.4245","0.0551","0.0406","0.0257","0.0275","0.0478","4.8746","0.0332","0.0539","0","4.1313","0.0581","0.0394","110.1835","94.3011"
"01/31/2026 21:00","5.9696","1.2202","6.4938","0.5211","0.1039","6.781","2.6624","0.0452","0.202","0.0318","0","0","6.5788","6.3705","0","0.1613","0","0","0.0326","6.3366","0.0573","0","0","6.4161","6.1419","1.1618","0.039","6.3423","0","0.1246","0.8197","2.2985","0.0896","0.0547","0.1542","0","6.0052","0.208","0","0.1085","0.0515","5.7421","0.0762","0.0728","0.0577","0","0.2064","5.5051","0.0517","0","0","0","0.0404","4.8878","0.0607","0.046","0","4.1944","0.0639","0.04","109.9061","94.6289"
"02/07/2026 21:00","5.8602","1.2176","6.4715","0.4776","0.0909","6.6578","2.5932","0.0478","0.1901","0.0421","0","0","6.4485","6.2151","0","0.1796","0","0","0.0306","6.218","0.0677","0","0","6.3401","6.1202","1.156","0","6.3731","0","0.1918","0.8488","2.2543","0.0623","0.1232","0.0691","0","5.8157","0.1652","0.0468","0.1684","0","5.6999","0","0.0519","0.0525","0","0.1184","5.4048","0.0442","0","0","0","0.0394","4.8064","0.0828","0.0452","0","4.0943","0.0611","0.0689","107.9046","93.1131"
"02/14/2026 21:00","5.8588","1.2748","6.4805","0.4667","0.0482","6.6593","2.4967","0.0386","0.2176","0.0437","0","0","6.3851","6.202","0.0267","0.1878","0","0","0","6.1457","0.0599","0.0226","0","6.2929","5.9895","1.2046","0","6.1397","0","0","0.874","2.0993","0.0498","0.0529","0.201","0","5.9831","0.286","0","0.0941","0.0661","5.6521","0","0.0555","0.0312","0","0.2472","5.3899","0.0687","0","0.0304","0","0.0293","4.7142","0.0695","0","0","3.9538","0.0418","0.0398","107.5468","92.2711"
"02/21/2026 21:00","5.6927","1.2849","6.0692","0.5039","0.0827","6.5825","2.3087","0.0236","0.218","0.0525","0","0","6.2908","6.1127","0.0236","0.1747","0","0","0.0261","6.0673","0.0591","0","0.023","6.2541","6.005","1.161","0","6.2223","0","0.2016","0.8687","2.0826","0.0673","0.0708","0.0868","0","5.8046","0.272","0","0.0963","0.0338","5.4533","0","0.0603","0.0605","0","0.1733","5.1916","0","0","0","0","0.042","4.5001","0.0838","0.085","0","3.6472","0.0484","0.0525","105.3054","90.2209"
"02/28/2026 21:00","5.7508","1.2853","6.3313","0.5542","0.0753","6.6367","2.2416","0.0458","0.2243","0.054","0","0","6.2777","6.1827","0.0218","0.1726","0","0","0","6.0718","0.0688","0","0.0216","6.2118","5.9174","1.1228","0","6.1091","0","0.1228","0.9522","2.0482","0.0699","0.033","0.0866","0","5.9174","0.3021","0","0.1491","0.1385","5.6096","0","0.0426","0.0884","0","0.2209","5.36","0.036","0.0205","0","0","0.0366","4.6695","0.0287","0.0629","0","3.9552","0","0.0269","106.5684","91.355"
"03/07/2026 21:00","5.8764","0","6.2802","0","0","6.5903","6.0725","0","0","0","0","0","6.5597","5.9819","0","0","0","0","0.0347","6.3015","0.0766","0","0","6.1073","6.0635","0","0","5.8959","0","0","0","0","0","0","0","0","5.8784","0","0","0.0569","0.0153","5.3908","0.0215","0.0559","0.038","0","0","4.9992","0.0117","0","0","0.0394","0.0287","4.2543","0.0171","0.0494","0.0096","3.3719","0.0384","0.0092","88.2786","86.1262"
"03/14/2026 21:00","5.7703","0","6.321","0","0","6.6433","6.0222","0","0","0","0","0","6.5296","5.9639","0","0","0","0","0.0273","6.2584","0.0669","0","0","6.0727","6.0442","0","0","5.9489","0","0","0","0","0","0.0293","0","0","5.8764","0","0","0.0545","0.0402","5.4822","0","0.0442","0.0549","0","0.009","5.0553","0.007","0","0","0.0255","0","4.3807","0.0267","0.0577","0","3.6332","0.0255","0","88.4101","86.471"
